symbol,date,chg_9am_pct,config,entry_time_ET,entry_px,exit_time_ET,exit_px,exit_reason,pnl_pct,pnl_usd,mfe_pct,mae_pct,hold_sec,spread,short_seg_bars
DSY,2026-07-02,44.7,+3%,2026-07-02 09:34:02,4.45,09:38:59,4.5835,TARGET,3.0,1.335,5.169,-8.989,296,0.06,26
DSY,2026-07-02,44.7,flip_only,2026-07-02 09:34:02,4.45,10:25:53,4.1,ATR_FLIP,-7.865,-3.5,5.169,-8.989,3110,0.06,26
CETX,2026-07-02,54.8,+2%,2026-07-02 09:38:03,3.58,09:38:28,3.6516,TARGET,2.0,0.716,13.128,-9.218,24,0.04,96
CETX,2026-07-02,54.8,+3%,2026-07-02 09:38:03,3.58,09:38:28,3.6874,TARGET,3.0,1.074,13.128,-9.218,24,0.04,96
CETX,2026-07-02,54.8,flip_only,2026-07-02 09:38:03,3.58,10:26:50,3.35,ATR_FLIP,-6.425,-2.3,13.128,-9.218,2926,0.04,96
CWD,2026-07-02,110.8,+2%,2026-07-02 10:16:04,1.32,10:18:14,1.3464,TARGET,2.0,0.264,3.788,-8.326,129,0.01,26
CWD,2026-07-02,110.8,+3%,2026-07-02 10:16:04,1.32,10:18:16,1.3596,TARGET,3.0,0.396,3.788,-8.326,131,0.01,26
CWD,2026-07-02,110.8,flip_only,2026-07-02 10:16:04,1.32,10:28:13,1.21,ATR_FLIP,-8.333,-1.1,3.788,-8.326,728,0.01,26
DSY,2026-07-02,44.7,+2%,2026-07-02 10:51:24,4.22,10:51:38,4.3044,TARGET,2.0,0.844,16.114,-1.185,14,0.04,4
DSY,2026-07-02,44.7,+3%,2026-07-02 10:51:24,4.22,10:56:19,4.3466,TARGET,3.0,1.266,16.114,-1.185,295,0.04,4
DSY,2026-07-02,44.7,flip_only,2026-07-02 10:51:24,4.22,11:34:23,4.17,ATR_FLIP,-1.185,-0.5,16.114,-1.185,2579,0.04,4
CWD,2026-07-02,110.8,+2%,2026-07-02 10:54:12,1.29,11:10:32,1.18,ATR_FLIP,-8.527,-1.1,2.326,-8.527,979,0.01,33
CWD,2026-07-02,110.8,+3%,2026-07-02 10:54:12,1.29,11:10:32,1.18,ATR_FLIP,-8.527,-1.1,2.326,-8.527,979,0.01,33
CWD,2026-07-02,110.8,flip_only,2026-07-02 10:54:12,1.29,11:10:32,1.18,ATR_FLIP,-8.527,-1.1,2.326,-8.527,979,0.01,33
DSY,2026-07-02,44.7,+2%,2026-07-02 11:38:36,4.33,12:01:14,4.08,ATR_FLIP,-5.774,-2.5,0.0,-6.005,1357,0.09,21
DSY,2026-07-02,44.7,+3%,2026-07-02 11:38:36,4.33,12:01:14,4.08,ATR_FLIP,-5.774,-2.5,0.0,-6.005,1357,0.09,21
DSY,2026-07-02,44.7,flip_only,2026-07-02 11:38:36,4.33,12:01:14,4.08,ATR_FLIP,-5.774,-2.5,0.0,-6.005,1357,0.09,21
CWD,2026-07-02,110.8,+2%,2026-07-02 11:43:59,1.21,12:22:51,1.15,ATR_FLIP,-4.959,-0.6,0.826,-6.612,2331,0.0,72
CWD,2026-07-02,110.8,+3%,2026-07-02 11:43:59,1.21,12:22:51,1.15,ATR_FLIP,-4.959,-0.6,0.826,-6.612,2331,0.0,72
CWD,2026-07-02,110.8,flip_only,2026-07-02 11:43:59,1.21,12:22:51,1.15,ATR_FLIP,-4.959,-0.6,0.826,-6.612,2331,0.0,72
CETX,2026-07-02,54.8,+2%,2026-07-02 12:02:57,2.92,12:05:33,2.9784,TARGET,2.0,0.584,6.849,-1.024,156,0.04,2
CETX,2026-07-02,54.8,+3%,2026-07-02 12:02:57,2.92,12:07:10,3.0076,TARGET,3.0,0.876,6.849,-1.024,253,0.04,2
CETX,2026-07-02,54.8,flip_only,2026-07-02 12:02:57,2.92,12:38:03,2.97,ATR_FLIP,1.712,0.5,6.849,-1.024,2106,0.04,2
DSY,2026-07-02,44.7,+2%,2026-07-02 12:22:38,4.28,12:35:49,4.3656,TARGET,2.0,0.856,2.671,-1.636,790,0.03,5
DSY,2026-07-02,44.7,+3%,2026-07-02 12:22:38,4.28,12:42:34,4.21,ATR_FLIP,-1.636,-0.7,2.671,-1.636,1196,0.03,5
DSY,2026-07-02,44.7,flip_only,2026-07-02 12:22:38,4.28,12:42:34,4.21,ATR_FLIP,-1.636,-0.7,2.671,-1.636,1196,0.03,5
CETX,2026-07-02,54.8,+2%,2026-07-02 12:40:34,2.99,12:48:53,2.9,ATR_FLIP,-3.01,-0.9,1.304,-3.01,498,0.02,18
CETX,2026-07-02,54.8,+3%,2026-07-02 12:40:34,2.99,12:48:53,2.9,ATR_FLIP,-3.01,-0.9,1.304,-3.01,498,0.02,18
CETX,2026-07-02,54.8,flip_only,2026-07-02 12:40:34,2.99,12:48:53,2.9,ATR_FLIP,-3.01,-0.9,1.304,-3.01,498,0.02,18
DSY,2026-07-02,44.7,+2%,2026-07-02 12:47:50,4.44,12:47:57,4.5288,TARGET,2.0,0.888,3.604,-4.279,6,0.02,33
DSY,2026-07-02,44.7,+3%,2026-07-02 12:47:50,4.44,12:48:44,4.5732,TARGET,3.0,1.332,3.604,-4.279,54,0.02,33
DSY,2026-07-02,44.7,flip_only,2026-07-02 12:47:50,4.44,13:31:24,4.25,ATR_FLIP,-4.279,-1.9,3.604,-4.279,2613,0.02,33
CETX,2026-07-02,54.8,+2%,2026-07-02 13:08:44,2.95,13:18:37,3.009,TARGET,2.0,0.59,4.407,-2.034,592,0.03,24
CETX,2026-07-02,54.8,+3%,2026-07-02 13:08:44,2.95,13:20:09,3.0385,TARGET,3.0,0.885,4.407,-2.034,685,0.03,24
CETX,2026-07-02,54.8,flip_only,2026-07-02 13:08:44,2.95,13:44:47,2.91,ATR_FLIP,-1.356,-0.4,4.407,-2.034,2163,0.03,24
CWD,2026-07-02,110.8,+2%,2026-07-02 13:34:52,1.09,13:36:22,1.1118,TARGET,2.0,0.218,17.431,-1.835,89,0.01,42
CWD,2026-07-02,110.8,+3%,2026-07-02 13:34:52,1.09,13:36:23,1.1227,TARGET,3.0,0.327,17.431,-1.835,90,0.01,42
CWD,2026-07-02,110.8,flip_only,2026-07-02 13:34:52,1.09,14:03:59,1.15,ATR_FLIP,5.505,0.6,17.431,-1.835,1746,0.01,42
DSY,2026-07-02,44.7,+2%,2026-07-02 14:05:24,4.32,14:37:09,4.29,ATR_FLIP,-0.694,-0.3,1.852,-1.62,1905,0.04,43
DSY,2026-07-02,44.7,+3%,2026-07-02 14:05:24,4.32,14:37:09,4.29,ATR_FLIP,-0.694,-0.3,1.852,-1.62,1905,0.04,43
DSY,2026-07-02,44.7,flip_only,2026-07-02 14:05:24,4.32,14:37:09,4.29,ATR_FLIP,-0.694,-0.3,1.852,-1.62,1905,0.04,43
CETX,2026-07-02,54.8,+2%,2026-07-02 14:11:11,2.91,14:18:25,2.9682,TARGET,2.0,0.582,6.186,-2.058,434,0.03,45
CETX,2026-07-02,54.8,+3%,2026-07-02 14:11:11,2.91,14:18:57,2.9973,TARGET,3.0,0.873,6.186,-2.058,466,0.03,45
CETX,2026-07-02,54.8,flip_only,2026-07-02 14:11:11,2.91,14:47:05,2.96,ATR_FLIP,1.718,0.5,6.186,-2.058,2154,0.03,45
CWD,2026-07-02,110.8,+2%,2026-07-02 14:45:31,1.15,15:29:33,1.08,ATR_FLIP,-6.087,-0.7,1.739,-6.087,2642,0.01,17
CWD,2026-07-02,110.8,+3%,2026-07-02 14:45:31,1.15,15:29:33,1.08,ATR_FLIP,-6.087,-0.7,1.739,-6.087,2642,0.01,17
CWD,2026-07-02,110.8,flip_only,2026-07-02 14:45:31,1.15,15:29:33,1.08,ATR_FLIP,-6.087,-0.7,1.739,-6.087,2642,0.01,17
DSY,2026-07-02,44.7,+2%,2026-07-02 15:21:09,4.23,15:37:51,4.1,ATR_FLIP,-3.073,-1.3,2.125,-2.837,1002,0.02,10
DSY,2026-07-02,44.7,+3%,2026-07-02 15:21:09,4.23,15:37:51,4.1,ATR_FLIP,-3.073,-1.3,2.125,-2.837,1002,0.02,10
DSY,2026-07-02,44.7,flip_only,2026-07-02 15:21:09,4.23,15:37:51,4.1,ATR_FLIP,-3.073,-1.3,2.125,-2.837,1002,0.02,10
CETX,2026-07-02,54.8,+2%,2026-07-02 15:35:05,2.84,15:59:55,2.8968,TARGET,2.0,0.568,5.282,-1.408,1490,0.07,
CETX,2026-07-02,54.8,+3%,2026-07-02 15:35:05,2.84,15:59:55,2.9252,TARGET,3.0,0.852,5.282,-1.408,1490,0.07,
CETX,2026-07-02,54.8,flip_only,2026-07-02 15:35:05,2.84,16:00:00,2.87,EOD,1.056,0.3,5.282,-1.408,1494,0.07,
CWD,2026-07-02,110.8,+2%,2026-07-02 15:46:27,1.15,15:47:18,1.173,TARGET,2.0,0.23,6.957,-2.609,51,0.01,5
CWD,2026-07-02,110.8,+3%,2026-07-02 15:46:27,1.15,15:47:20,1.1845,TARGET,3.0,0.345,6.957,-2.609,53,0.01,5
CWD,2026-07-02,110.8,flip_only,2026-07-02 15:46:27,1.15,15:54:33,1.12,ATR_FLIP,-2.609,-0.3,6.957,-2.609,486,0.01,5
DSY,2026-07-02,44.7,+2%,2026-07-02 15:47:31,4.3,15:49:16,4.386,TARGET,2.0,0.86,5.116,-1.163,105,0.05,
DSY,2026-07-02,44.7,+3%,2026-07-02 15:47:31,4.3,15:49:16,4.429,TARGET,3.0,1.29,5.116,-1.163,105,0.05,
DSY,2026-07-02,44.7,flip_only,2026-07-02 15:47:31,4.3,16:00:00,4.4,EOD,2.326,1.0,5.116,-1.163,748,0.05,
CWD,2026-07-02,110.8,+2%,2026-07-02 15:59:00,1.26,16:00:00,1.2,EOD,-4.762,-0.6,0.0,-6.349,59,0.01,
CWD,2026-07-02,110.8,+3%,2026-07-02 15:59:00,1.26,16:00:00,1.2,EOD,-4.762,-0.6,0.0,-6.349,59,0.01,
CWD,2026-07-02,110.8,flip_only,2026-07-02 15:59:00,1.26,16:00:00,1.2,EOD,-4.762,-0.6,0.0,-6.349,59,0.01,
KIDZ,2026-07-06,72.0,+2%,2026-07-06 09:17:30,1.17,09:17:43,1.1934,TARGET,2.0,0.234,6.838,-5.983,12,0.0,4
KIDZ,2026-07-06,72.0,+3%,2026-07-06 09:17:30,1.17,09:30:17,1.2051,TARGET,3.0,0.351,6.838,-5.983,766,0.0,4
KIDZ,2026-07-06,72.0,flip_only,2026-07-06 09:17:30,1.17,09:31:42,1.1,ATR_FLIP,-5.983,-0.7,6.838,-5.983,851,0.0,4
LUCY,2026-07-06,32.9,+2%,2026-07-06 09:26:05,1.06,09:30:58,1.0,ATR_FLIP,-5.66,-0.6,1.887,-5.66,293,0.01,3
LUCY,2026-07-06,32.9,+3%,2026-07-06 09:26:05,1.06,09:30:58,1.0,ATR_FLIP,-5.66,-0.6,1.887,-5.66,293,0.01,3
LUCY,2026-07-06,32.9,flip_only,2026-07-06 09:26:05,1.06,09:30:58,1.0,ATR_FLIP,-5.66,-0.6,1.887,-5.66,293,0.01,3
LUCY,2026-07-06,32.9,+2%,2026-07-06 09:33:06,1.1,09:33:49,1.122,TARGET,2.0,0.22,22.727,-7.273,42,0.01,9
LUCY,2026-07-06,32.9,+3%,2026-07-06 09:33:06,1.1,09:33:50,1.133,TARGET,3.0,0.33,22.727,-7.273,44,0.01,9
LUCY,2026-07-06,32.9,flip_only,2026-07-06 09:33:06,1.1,11:52:51,1.15,ATR_FLIP,4.545,0.5,22.727,-7.273,8385,0.01,9
KIDZ,2026-07-06,72.0,+2%,2026-07-06 09:35:55,1.3,09:35:57,1.326,TARGET,2.0,0.26,29.231,-3.846,1,0.01,102
KIDZ,2026-07-06,72.0,+3%,2026-07-06 09:35:55,1.3,09:35:57,1.339,TARGET,3.0,0.39,29.231,-3.846,1,0.01,102
KIDZ,2026-07-06,72.0,flip_only,2026-07-06 09:35:55,1.3,10:41:45,1.26,ATR_FLIP,-3.077,-0.4,29.231,-3.846,3949,0.01,102
LUCY,2026-07-06,32.9,+2%,2026-07-06 12:01:34,1.33,12:01:35,1.3566,TARGET,2.0,0.266,18.045,-6.015,0,0.01,105
LUCY,2026-07-06,32.9,+3%,2026-07-06 12:01:34,1.33,12:10:20,1.3699,TARGET,3.0,0.399,18.045,-6.015,525,0.01,105
LUCY,2026-07-06,32.9,flip_only,2026-07-06 12:01:34,1.33,13:20:10,1.38,ATR_FLIP,3.759,0.5,18.045,-6.015,4715,0.01,105
KIDZ,2026-07-06,72.0,+2%,2026-07-06 12:23:52,1.21,12:48:23,1.2342,TARGET,2.0,0.242,7.438,-4.132,1471,0.01,18
KIDZ,2026-07-06,72.0,+3%,2026-07-06 12:23:52,1.21,12:55:28,1.2463,TARGET,3.0,0.363,7.438,-4.132,1895,0.01,18
KIDZ,2026-07-06,72.0,flip_only,2026-07-06 12:23:52,1.21,13:09:18,1.2,ATR_FLIP,-0.826,-0.1,7.438,-4.132,2725,0.01,18
KIDZ,2026-07-06,72.0,+2%,2026-07-06 13:27:01,1.27,13:57:12,1.2954,TARGET,2.0,0.254,3.15,-5.512,1811,0.01,33
KIDZ,2026-07-06,72.0,+3%,2026-07-06 13:27:01,1.27,14:12:43,1.21,ATR_FLIP,-4.724,-0.6,3.15,-5.512,2741,0.01,33
KIDZ,2026-07-06,72.0,flip_only,2026-07-06 13:27:01,1.27,14:12:43,1.21,ATR_FLIP,-4.724,-0.6,3.15,-5.512,2741,0.01,33
KIDZ,2026-07-06,72.0,+2%,2026-07-06 14:45:13,1.24,14:46:27,1.2648,TARGET,2.0,0.248,6.452,-4.032,74,0.01,38
KIDZ,2026-07-06,72.0,+3%,2026-07-06 14:45:13,1.24,14:46:31,1.2772,TARGET,3.0,0.372,6.452,-4.032,78,0.01,38
KIDZ,2026-07-06,72.0,flip_only,2026-07-06 14:45:13,1.24,15:23:22,1.2,ATR_FLIP,-3.226,-0.4,6.452,-4.032,2289,0.01,38
LUCY,2026-07-06,32.9,+2%,2026-07-06 15:05:16,1.32,15:25:04,1.23,ATR_FLIP,-6.818,-0.9,0.0,-6.439,1188,0.01,11
LUCY,2026-07-06,32.9,+3%,2026-07-06 15:05:16,1.32,15:25:04,1.23,ATR_FLIP,-6.818,-0.9,0.0,-6.439,1188,0.01,11
LUCY,2026-07-06,32.9,flip_only,2026-07-06 15:05:16,1.32,15:25:04,1.23,ATR_FLIP,-6.818,-0.9,0.0,-6.439,1188,0.01,11
LUCY,2026-07-06,32.9,+2%,2026-07-06 15:36:03,1.31,15:37:10,1.3362,TARGET,2.0,0.262,4.58,-5.344,66,0.01,13
LUCY,2026-07-06,32.9,+3%,2026-07-06 15:36:03,1.31,15:37:34,1.3493,TARGET,3.0,0.393,4.58,-5.344,91,0.01,13
LUCY,2026-07-06,32.9,flip_only,2026-07-06 15:36:03,1.31,15:48:46,1.24,ATR_FLIP,-5.344,-0.7,4.58,-5.344,762,0.01,13
VTAK,2026-07-08,44.5,+2%,2026-07-08 09:09:20,1.07,09:16:46,1.0914,TARGET,2.0,0.214,62.617,-0.935,446,0.01,76
VTAK,2026-07-08,44.5,+3%,2026-07-08 09:09:20,1.07,09:16:50,1.1021,TARGET,3.0,0.321,62.617,-0.935,450,0.01,76
VTAK,2026-07-08,44.5,flip_only,2026-07-08 09:09:20,1.07,10:20:26,1.49,ATR_FLIP,39.252,4.2,62.617,-0.935,4265,0.01,76
VTAK,2026-07-08,44.5,+2%,2026-07-08 11:36:32,1.39,11:37:11,1.4178,TARGET,2.0,0.278,7.194,-2.878,39,0.02,24
VTAK,2026-07-08,44.5,+3%,2026-07-08 11:36:32,1.39,11:37:45,1.4317,TARGET,3.0,0.417,7.194,-2.878,73,0.02,24
VTAK,2026-07-08,44.5,flip_only,2026-07-08 11:36:32,1.39,11:51:35,1.35,ATR_FLIP,-2.878,-0.4,7.194,-2.878,903,0.02,24
VTAK,2026-07-08,44.5,+2%,2026-07-08 12:15:09,1.39,12:16:39,1.4178,TARGET,2.0,0.278,5.036,-2.878,90,0.01,23
VTAK,2026-07-08,44.5,+3%,2026-07-08 12:15:09,1.39,12:18:29,1.4317,TARGET,3.0,0.417,5.036,-2.878,200,0.01,23
VTAK,2026-07-08,44.5,flip_only,2026-07-08 12:15:09,1.39,12:20:34,1.35,ATR_FLIP,-2.878,-0.4,5.036,-2.878,324,0.01,23
VTAK,2026-07-08,44.5,+2%,2026-07-08 12:43:44,1.43,13:09:28,1.35,ATR_FLIP,-5.594,-0.8,1.399,-5.594,1543,0.0,52
VTAK,2026-07-08,44.5,+3%,2026-07-08 12:43:44,1.43,13:09:28,1.35,ATR_FLIP,-5.594,-0.8,1.399,-5.594,1543,0.0,52
VTAK,2026-07-08,44.5,flip_only,2026-07-08 12:43:44,1.43,13:09:28,1.35,ATR_FLIP,-5.594,-0.8,1.399,-5.594,1543,0.0,52
VTAK,2026-07-08,44.5,+2%,2026-07-08 14:01:11,1.34,14:12:57,1.3668,TARGET,2.0,0.268,14.925,-2.239,706,0.01,56
VTAK,2026-07-08,44.5,+3%,2026-07-08 14:01:11,1.34,14:19:46,1.3802,TARGET,3.0,0.402,14.925,-2.239,1115,0.01,56
VTAK,2026-07-08,44.5,flip_only,2026-07-08 14:01:11,1.34,14:52:09,1.42,ATR_FLIP,5.97,0.8,14.925,-2.239,3058,0.01,56
VTAK,2026-07-08,44.5,+2%,2026-07-08 15:48:54,1.39,15:48:54,1.4178,TARGET,2.0,0.278,3.597,-4.317,0,0.01,
VTAK,2026-07-08,44.5,+3%,2026-07-08 15:48:54,1.39,16:00:00,1.34,EOD,-3.597,-0.5,3.597,-4.317,665,0.01,
VTAK,2026-07-08,44.5,flip_only,2026-07-08 15:48:54,1.39,16:00:00,1.34,EOD,-3.597,-0.5,3.597,-4.317,665,0.01,
RPGL,2026-07-09,34.3,+2%,2026-07-09 09:17:10,2.4,09:31:15,2.36,ATR_FLIP,-1.667,-0.4,1.25,-2.083,845,0.01,1
RPGL,2026-07-09,34.3,+3%,2026-07-09 09:17:10,2.4,09:31:15,2.36,ATR_FLIP,-1.667,-0.4,1.25,-2.083,845,0.01,1
RPGL,2026-07-09,34.3,flip_only,2026-07-09 09:17:10,2.4,09:31:15,2.36,ATR_FLIP,-1.667,-0.4,1.25,-2.083,845,0.01,1
RPGL,2026-07-09,34.3,+2%,2026-07-09 09:32:45,2.43,09:32:56,2.4786,TARGET,2.0,0.486,6.173,-6.996,11,0.01,35
RPGL,2026-07-09,34.3,+3%,2026-07-09 09:32:45,2.43,09:32:56,2.5029,TARGET,3.0,0.729,6.173,-6.996,11,0.01,35
RPGL,2026-07-09,34.3,flip_only,2026-07-09 09:32:45,2.43,10:33:58,2.27,ATR_FLIP,-6.584,-1.6,6.173,-6.996,3673,0.01,35
VRAX,2026-07-09,244.0,+2%,2026-07-09 09:54:00,12.14,09:54:00,12.3828,TARGET,2.0,2.428,8.649,-12.685,0,0.11,37
VRAX,2026-07-09,244.0,+3%,2026-07-09 09:54:00,12.14,09:54:18,12.5042,TARGET,3.0,3.642,8.649,-12.685,18,0.11,37
VRAX,2026-07-09,244.0,flip_only,2026-07-09 09:54:00,12.14,10:05:45,10.6,ATR_FLIP,-12.685,-15.4,8.649,-12.685,705,0.11,37
VRAX,2026-07-09,244.0,+2%,2026-07-09 10:42:02,11.3,10:43:17,11.526,TARGET,2.0,2.26,2.212,-10.0,75,0.07,53
VRAX,2026-07-09,244.0,+3%,2026-07-09 10:42:02,11.3,10:54:55,10.18,ATR_FLIP,-9.912,-11.2,2.212,-10.0,773,0.07,53
VRAX,2026-07-09,244.0,flip_only,2026-07-09 10:42:02,11.3,10:54:55,10.18,ATR_FLIP,-9.912,-11.2,2.212,-10.0,773,0.07,53
RKTO,2026-07-09,38.5,+2%,2026-07-09 10:49:03,1.05,10:56:15,0.9833,ATR_FLIP,-6.352,-0.667,0.0,-6.352,432,0.01,54
RKTO,2026-07-09,38.5,+3%,2026-07-09 10:49:03,1.05,10:56:15,0.9833,ATR_FLIP,-6.352,-0.667,0.0,-6.352,432,0.01,54
RKTO,2026-07-09,38.5,flip_only,2026-07-09 10:49:03,1.05,10:56:15,0.9833,ATR_FLIP,-6.352,-0.667,0.0,-6.352,432,0.01,54
RPGL,2026-07-09,34.3,+2%,2026-07-09 11:08:59,2.26,11:27:18,2.3052,TARGET,2.0,0.452,3.097,-1.77,1099,0.01,1
RPGL,2026-07-09,34.3,+3%,2026-07-09 11:08:59,2.26,11:44:24,2.25,ATR_FLIP,-0.442,-0.1,3.097,-1.77,2125,0.01,1
RPGL,2026-07-09,34.3,flip_only,2026-07-09 11:08:59,2.26,11:44:24,2.25,ATR_FLIP,-0.442,-0.1,3.097,-1.77,2125,0.01,1
RPGL,2026-07-09,34.3,+2%,2026-07-09 11:45:15,2.3,12:03:10,2.346,TARGET,2.0,0.46,2.609,-1.304,1074,0.01,63
RPGL,2026-07-09,34.3,+3%,2026-07-09 11:45:15,2.3,12:12:13,2.27,ATR_FLIP,-1.304,-0.3,2.609,-1.304,1618,0.01,63
RPGL,2026-07-09,34.3,flip_only,2026-07-09 11:45:15,2.3,12:12:13,2.27,ATR_FLIP,-1.304,-0.3,2.609,-1.304,1618,0.01,63
VRAX,2026-07-09,244.0,+2%,2026-07-09 11:47:13,9.46,11:56:51,9.6492,TARGET,2.0,1.892,3.171,-6.765,578,0.06,51
VRAX,2026-07-09,244.0,+3%,2026-07-09 11:47:13,9.46,12:40:24,8.85,ATR_FLIP,-6.448,-6.1,3.171,-6.765,3190,0.06,51
VRAX,2026-07-09,244.0,flip_only,2026-07-09 11:47:13,9.46,12:40:24,8.85,ATR_FLIP,-6.448,-6.1,3.171,-6.765,3190,0.06,51
RKTO,2026-07-09,38.5,+2%,2026-07-09 11:50:36,0.985,12:06:14,0.95,ATR_FLIP,-3.553,-0.35,1.472,-3.584,938,0.006,22
RKTO,2026-07-09,38.5,+3%,2026-07-09 11:50:36,0.985,12:06:14,0.95,ATR_FLIP,-3.553,-0.35,1.472,-3.584,938,0.006,22
RKTO,2026-07-09,38.5,flip_only,2026-07-09 11:50:36,0.985,12:06:14,0.95,ATR_FLIP,-3.553,-0.35,1.472,-3.584,938,0.006,22
RKTO,2026-07-09,38.5,+2%,2026-07-09 12:28:06,0.93,12:40:00,0.9486,TARGET,2.0,0.186,4.011,-0.538,713,0.0029,4
RKTO,2026-07-09,38.5,+3%,2026-07-09 12:28:06,0.93,12:40:22,0.9579,TARGET,3.0,0.279,4.011,-0.538,735,0.0029,4
RKTO,2026-07-09,38.5,flip_only,2026-07-09 12:28:06,0.93,12:58:51,0.9379,ATR_FLIP,0.849,0.079,4.011,-0.538,1844,0.0029,4
RKTO,2026-07-09,38.5,+2%,2026-07-09 13:02:26,0.95,13:12:58,0.9129,ATR_FLIP,-3.905,-0.371,0.011,-4.105,631,0.014,24
RKTO,2026-07-09,38.5,+3%,2026-07-09 13:02:26,0.95,13:12:58,0.9129,ATR_FLIP,-3.905,-0.371,0.011,-4.105,631,0.014,24
RKTO,2026-07-09,38.5,flip_only,2026-07-09 13:02:26,0.95,13:12:58,0.9129,ATR_FLIP,-3.905,-0.371,0.011,-4.105,631,0.014,24
RPGL,2026-07-09,34.3,+2%,2026-07-09 13:15:35,2.26,13:31:33,2.21,ATR_FLIP,-2.212,-0.5,0.885,-2.212,958,0.01,11
RPGL,2026-07-09,34.3,+3%,2026-07-09 13:15:35,2.26,13:31:33,2.21,ATR_FLIP,-2.212,-0.5,0.885,-2.212,958,0.01,11
RPGL,2026-07-09,34.3,flip_only,2026-07-09 13:15:35,2.26,13:31:33,2.21,ATR_FLIP,-2.212,-0.5,0.885,-2.212,958,0.01,11
VRAX,2026-07-09,244.0,+2%,2026-07-09 13:31:03,8.96,13:35:48,8.52,ATR_FLIP,-4.911,-4.4,2.032,-5.134,284,0.04,29
VRAX,2026-07-09,244.0,+3%,2026-07-09 13:31:03,8.96,13:35:48,8.52,ATR_FLIP,-4.911,-4.4,2.032,-5.134,284,0.04,29
VRAX,2026-07-09,244.0,flip_only,2026-07-09 13:31:03,8.96,13:35:48,8.52,ATR_FLIP,-4.911,-4.4,2.032,-5.134,284,0.04,29
RKTO,2026-07-09,38.5,+2%,2026-07-09 13:36:03,0.92,14:02:40,0.905,ATR_FLIP,-1.63,-0.15,1.087,-1.902,1596,0.0103,10
RKTO,2026-07-09,38.5,+3%,2026-07-09 13:36:03,0.92,14:02:40,0.905,ATR_FLIP,-1.63,-0.15,1.087,-1.902,1596,0.0103,10
RKTO,2026-07-09,38.5,flip_only,2026-07-09 13:36:03,0.92,14:02:40,0.905,ATR_FLIP,-1.63,-0.15,1.087,-1.902,1596,0.0103,10
RPGL,2026-07-09,34.3,+2%,2026-07-09 13:42:38,2.22,13:43:29,2.2644,TARGET,2.0,0.444,6.757,0.0,51,0.01,
RPGL,2026-07-09,34.3,+3%,2026-07-09 13:42:38,2.22,13:46:46,2.2866,TARGET,3.0,0.666,6.757,0.0,248,0.01,
RPGL,2026-07-09,34.3,flip_only,2026-07-09 13:42:38,2.22,16:00:00,2.33,EOD,4.955,1.1,6.757,0.0,8241,0.01,
